"age","gender","marital_status","annual_income","employment_status","debt_to_income_ratio","credit_score","loan_amount","loan_purpose","interest_rate","loan_term","grade_subgrade","num_of_open_accounts","total_credit_limit","current_balance","delinquency_history","public_records","loan_paid_back","credit_score_category","loan_term_years","borrower_grade","age_group","debt_to_income_rating","loan_amount_segments","loan_paid_back_cat"
"52","Other","Single","14518.67","Unemployed","0.254","782","4125.75","Medical","8.75","36","B3","5","22513.07","15490.49","3","0","0","1-Excellent","3","B","50-59","2. Standard(20-35%)","<9k","default"
"25","Male","Single","51644.59","Employed","0.521","661","23924.55","Medical","10.11","60","D3","2","48278.19","19911.42","2","0","1","2-Standard","5","D","25-34","4. Danger(>0.43%)","21k","paid"
"37","Female","Single","37730.04","Retired","0.089","630","4544.62","Other","13.17","36","D5","0","38933.17","24289.11","1","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","<9k","paid"
"28","Female","Single","18619.26","Employed","0.021","655","31113.27","Debt consolidation","13.93","36","D4","5","23908.03","14202.11","0","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","21k","paid"
"62","Male","Married","39848.18","Student","0.13","718","16224.76","Education","11.44","36","C4","4","54783","19492.21","1","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","paid"
"54","Male","Single","90613.76","Employed","0.323","709","26911.31","Debt consolidation","13","36","C1","6","71965.94","55134.84","0","0","1","2-Standard","3","C","50-59","2. Standard(20-35%)","21k","paid"
"29","Female","Divorced","52908.18","Self-employed","0.184","675","6802.54","Debt consolidation","9.67","36","C5","5","53596.66","32805.32","4","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","<9k","paid"
"43","Female","Single","25759.85","Employed","0.043","754","500","Business","12.59","36","B2","5","26679.97","11149.54","0","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","<9k","paid"
"55","Male","Divorced","60269.87","Self-employed","0.071","649","13359.48","Debt consolidation","13.35","36","D5","7","39562.29","18685.97","2","0","1","2-Standard","3","D","50-59","1. Excellent(<20%)","9-15k","paid"
"70","Male","Single","16682.58","Retired","0.065","705","6763.54","Debt consolidation","12.98","60","C5","6","15482.08","4466.78","4","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","<9k","paid"
"27","Female","Married","47860.83","Employed","0.41","580","22362.63","Debt consolidation","17.11","36","E1","3","40677.19","16760.91","4","0","1","2-Standard","3","E","25-34","3. Risky(36-43%)","21k","paid"
"35","Female","Single","97864.05","Employed","0.147","653","25392.84","Car","14.17","36","D5","6","76259.88","9053.98","0","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","21k","paid"
"73","Female","Married","17061.03","Employed","0.065","642","35247.9","Debt consolidation","11.92","36","D3","6","19209.64","5852.37","2","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","21k","paid"
"74","Male","Single","65750.38","Employed","0.25","618","29286.18","Debt consolidation","12.42","36","D4","1","91389.18","18828.52","6","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","21k","paid"
"40","Male","Divorced","19341.18","Employed","0.26","706","12050.51","Vacation","10.51","36","C4","7","22869.75","1656.27","0","0","1","2-Standard","3","C","35-49","2. Standard(20-35%)","9-15k","paid"
"70","Male","Single","35362.75","Employed","0.354","671","24726.16","Car","14.32","60","C2","1","51996.39","20238.88","1","0","1","2-Standard","5","C","60+","3. Risky(36-43%)","21k","paid"
"45","Female","Single","14471.98","Self-employed","0.185","712","20586.61","Home","6.72","36","C3","3","15346.24","871.72","2","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","15-21k","paid"
"23","Female","Married","72731.98","Employed","0.083","632","17044.94","Home","10.5","36","D4","6","85998.73","54359.8","3","0","1","2-Standard","3","D","<25","1. Excellent(<20%)","15-21k","paid"
"75","Female","Married","18460.3","Employed","0.442","675","500","Debt consolidation","13.88","60","C4","2","14567.36","3602.65","1","2","1","2-Standard","5","C","60+","4. Danger(>0.43%)","<9k","paid"
"66","Male","Divorced","31035.43","Employed","0.079","596","13659.39","Debt consolidation","14.28","36","E2","7","25912.34","24523.74","1","0","1","2-Standard","3","E","60+","1. Excellent(<20%)","9-15k","paid"
"44","Female","Single","76942.45","Employed","0.252","658","24050.61","Business","13.84","36","D5","11","74700.75","36054.11","4","0","1","2-Standard","3","D","35-49","2. Standard(20-35%)","21k","paid"
"54","Female","Married","50452.3","Employed","0.045","643","2580.08","Home","10.37","36","D5","2","47460.64","8683.31","2","0","1","2-Standard","3","D","50-59","1. Excellent(<20%)","<9k","paid"
"66","Female","Married","62886.57","Employed","0.147","628","17926.91","Car","11.85","36","D1","2","95447.78","75843.37","2","0","0","2-Standard","3","D","60+","1. Excellent(<20%)","15-21k","default"
"42","Female","Married","67211.53","Employed","0.17","780","5581.92","Other","4.4","36","B3","7","68864.46","14931.2","5","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","<9k","paid"
"31","Female","Married","46292.58","Employed","0.086","850","21420.01","Car","10.41","60","A1","4","71872.41","44768.38","0","0","1","1-Excellent","5","A","25-34","1. Excellent(<20%)","21k","paid"
"68","Female","Single","116152.68","Employed","0.197","605","7260.47","Other","16.31","36","E5","7","109659.09","72328.1","2","0","1","2-Standard","3","E","60+","1. Excellent(<20%)","<9k","paid"
"28","Male","Single","50803.67","Employed","0.155","753","16294.41","Home","11.95","36","B1","1","51490.86","16933.53","2","0","1","1-Excellent","3","B","25-34","1. Excellent(<20%)","15-21k","paid"
"59","Female","Married","33127.11","Unemployed","0.039","697","27428.68","Education","13.83","60","C3","1","22622.23","19524.44","3","0","1","2-Standard","5","C","50-59","1. Excellent(<20%)","21k","paid"
"63","Male","Married","30318.41","Employed","0.241","645","19124.2","Debt consolidation","12.35","36","D3","8","49019.79","28871.64","1","2","1","2-Standard","3","D","60+","2. Standard(20-35%)","15-21k","paid"
"55","Female","Married","29900.87","Employed","0.221","586","27616.44","Other","16.47","36","E2","7","22249.66","3365.19","4","0","1","2-Standard","3","E","50-59","2. Standard(20-35%)","21k","paid"
"69","Female","Married","34987.77","Employed","0.194","753","8624.7","Debt consolidation","10.63","60","B4","6","50459.61","3597.83","3","0","1","1-Excellent","5","B","60+","1. Excellent(<20%)","<9k","paid"
"66","Male","Married","63671.48","Employed","0.206","675","25788.47","Car","8.69","60","C1","5","85123.52","53177.03","2","0","1","2-Standard","5","C","60+","2. Standard(20-35%)","21k","paid"
"58","Female","Single","16287.88","Employed","0.108","685","3723.44","Education","10.64","36","C4","3","20014.54","7733.88","3","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","<9k","paid"
"28","Female","Single","11531.08","Employed","0.144","747","25779.39","Business","9.99","60","B3","7","17579.74","11102.31","0","0","1","1-Excellent","5","B","25-34","1. Excellent(<20%)","21k","paid"
"74","Female","Single","12272.71","Employed","0.057","761","25922.48","Debt consolidation","11.59","60","B1","2","15481.31","11152.17","1","0","1","1-Excellent","5","B","60+","1. Excellent(<20%)","21k","paid"
"57","Female","Widowed","20795.91","Employed","0.22","606","9810.54","Car","13.37","60","E2","4","16959.14","6178.85","1","0","1","2-Standard","5","E","50-59","2. Standard(20-35%)","9-15k","paid"
"47","Female","Single","37096.3","Self-employed","0.187","651","17566.71","Debt consolidation","15.5","36","D1","4","25742.63","13515.88","3","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","15-21k","paid"
"48","Female","Single","83023.79","Employed","0.117","670","500","Vacation","10.99","36","C1","1","59198.48","34793.72","1","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","<9k","paid"
"60","Male","Single","36524.92","Employed","0.074","695","14270.97","Education","9.02","36","C4","6","59841.75","11861.14","2","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","paid"
"54","Male","Single","42568.14","Employed","0.036","738","24383.64","Home","9.9","60","C4","6","36334.16","34494.72","1","0","1","2-Standard","5","C","50-59","1. Excellent(<20%)","21k","paid"
"52","Male","Single","51128.26","Self-employed","0.382","653","13659.01","Medical","13.79","36","D2","5","42356.7","12321.45","6","0","1","2-Standard","3","D","50-59","3. Risky(36-43%)","9-15k","paid"
"35","Female","Single","56642.15","Self-employed","0.336","667","24656.42","Home","11.04","36","D4","7","49192.78","40701.48","2","0","0","2-Standard","3","D","35-49","2. Standard(20-35%)","21k","default"
"64","Male","Single","80647.06","Self-employed","0.307","711","18972","Home","12.75","36","C1","5","118453.3","85951.85","1","0","1","2-Standard","3","C","60+","2. Standard(20-35%)","15-21k","paid"
"37","Female","Divorced","27629.26","Unemployed","0.071","714","14822.51","Debt consolidation","8.99","60","C5","4","18196.76","16800.55","2","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","9-15k","paid"
"53","Male","Married","28561.91","Self-employed","0.119","607","6287.74","Home","10.16","36","E1","3","33829.88","8227.07","1","0","1","2-Standard","3","E","50-59","1. Excellent(<20%)","<9k","paid"
"67","Female","Married","27464.95","Employed","0.067","616","18213.43","Debt consolidation","14.19","36","D5","6","43520.24","23043.65","0","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","15-21k","paid"
"66","Male","Married","88385.76","Employed","0.166","842","7739.22","Debt consolidation","3.81","36","A1","6","70777.83","37748.04","2","0","1","1-Excellent","3","A","60+","1. Excellent(<20%)","<9k","paid"
"72","Female","Married","59862.07","Unemployed","0.129","763","500","Debt consolidation","11.78","36","B2","7","62315.47","27062.23","1","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","<9k","paid"
"74","Female","Divorced","39643.64","Unemployed","0.231","605","8585","Debt consolidation","12.63","36","E1","3","59085.92","5026.67","1","0","0","2-Standard","3","E","60+","2. Standard(20-35%)","<9k","default"
"36","Female","Divorced","138061.09","Retired","0.06","613","29533.08","Education","11.85","36","D1","5","195274.55","129018.41","1","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","21k","paid"
"49","Female","Single","29609.05","Unemployed","0.077","733","8856.26","Debt consolidation","9.88","60","C1","2","46281.87","40964.43","2","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","<9k","paid"
"29","Female","Married","20302.86","Employed","0.196","732","12218.75","Debt consolidation","12.74","36","C1","4","19183.61","5871.11","0","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","9-15k","paid"
"53","Female","Single","16020.05","Employed","0.146","702","29620.47","Debt consolidation","10.41","36","C1","7","28629.46","2808.15","3","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","21k","paid"
"69","Female","Single","49680.94","Employed","0.272","681","18077.27","Debt consolidation","11.88","36","C2","4","66426.04","46193.59","1","0","0","2-Standard","3","C","60+","2. Standard(20-35%)","15-21k","default"
"49","Male","Single","16933.25","Employed","0.035","744","30898.12","Car","16.33","60","B4","7","20478.6","5861.92","1","0","1","1-Excellent","5","B","35-49","1. Excellent(<20%)","21k","paid"
"33","Female","Married","53947.77","Employed","0.206","753","12037.85","Car","12.81","36","B4","4","52872.56","17277.62","1","0","1","1-Excellent","3","B","25-34","2. Standard(20-35%)","9-15k","paid"
"41","Female","Married","30530.53","Self-employed","0.053","580","23501.07","Other","12.32","60","E5","5","43295.45","34483.82","2","0","0","2-Standard","5","E","35-49","1. Excellent(<20%)","21k","default"
"41","Male","Single","24410.45","Self-employed","0.178","684","12636.91","Debt consolidation","13.7","60","C5","6","35220.11","21095.85","4","1","1","2-Standard","5","C","35-49","1. Excellent(<20%)","9-15k","paid"
"25","Female","Married","59616.98","Employed","0.175","672","20154.52","Debt consolidation","9.65","36","C4","3","36018.37","1818.48","0","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","15-21k","paid"
"30","Female","Single","25264.38","Employed","0.23","742","27538.95","Business","9.58","36","B5","8","34274.06","27499.74","2","0","1","1-Excellent","3","B","25-34","2. Standard(20-35%)","21k","paid"
"26","Female","Single","23322.99","Employed","0.122","677","11767.58","Education","14.01","60","C2","4","21250.2","5068.23","1","0","0","2-Standard","5","C","25-34","1. Excellent(<20%)","9-15k","default"
"71","Female","Single","35716.09","Employed","0.275","681","3600.42","Car","9.69","36","C1","2","42175.2","30619.26","2","0","1","2-Standard","3","C","60+","2. Standard(20-35%)","<9k","paid"
"33","Male","Married","25557.58","Self-employed","0.027","700","24499.82","Debt consolidation","11.1","60","C1","6","24029.23","10993.04","1","0","1","2-Standard","5","C","25-34","1. Excellent(<20%)","21k","paid"
"21","Male","Single","58646.05","Employed","0.337","629","10696.84","Debt consolidation","10.35","60","D3","6","78744.95","52893.76","1","0","1","2-Standard","5","D","<25","2. Standard(20-35%)","9-15k","paid"
"40","Male","Single","84881.7","Employed","0.283","703","13849.39","Vacation","12.64","36","C2","2","88730.16","32374.36","0","0","1","2-Standard","3","C","35-49","2. Standard(20-35%)","9-15k","paid"
"67","Male","Widowed","145474.96","Employed","0.226","639","14849.88","Medical","10.12","36","D4","2","178609.65","10866.16","7","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","9-15k","paid"
"66","Female","Married","27895.01","Employed","0.407","618","11705.54","Debt consolidation","10.09","36","D1","4","21183.14","2382.58","5","0","1","2-Standard","3","D","60+","3. Risky(36-43%)","9-15k","paid"
"28","Male","Single","24650.39","Employed","0.295","533","500","Other","10.99","36","F5","3","30212.4","11884.18","4","0","0","3-Risky","3","F","25-34","2. Standard(20-35%)","<9k","default"
"30","Female","Married","15555.92","Self-employed","0.157","646","27530.41","Car","13.78","36","D5","10","19961.43","4657.44","1","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","21k","paid"
"29","Female","Single","45683.92","Employed","0.415","602","11490.53","Car","13.8","60","E2","4","59322.95","40937.46","4","0","0","2-Standard","5","E","25-34","3. Risky(36-43%)","9-15k","default"
"69","Female","Married","77312.95","Self-employed","0.34","619","16913.26","Medical","16.77","36","D4","1","60125.56","21914.72","1","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","15-21k","paid"
"61","Male","Married","16938.32","Self-employed","0.389","604","22148.63","Debt consolidation","14.23","36","E4","4","19937.52","5028.29","6","0","1","2-Standard","3","E","60+","3. Risky(36-43%)","21k","paid"
"23","Male","Single","15078.7","Employed","0.254","644","10945.63","Debt consolidation","12.76","36","D1","3","11302.19","8224.16","4","0","1","2-Standard","3","D","<25","2. Standard(20-35%)","9-15k","paid"
"31","Male","Single","205578.53","Employed","0.103","774","1803.73","Debt consolidation","11.31","36","B4","6","113391.28","20465.62","1","0","1","1-Excellent","3","B","25-34","1. Excellent(<20%)","<9k","paid"
"32","Male","Single","16604.05","Employed","0.212","675","14007.15","Other","13.66","36","C5","4","18608.69","4149.31","2","0","0","2-Standard","3","C","25-34","2. Standard(20-35%)","9-15k","default"
"30","Other","Married","23827.21","Employed","0.132","666","9781.97","Home","11.29","36","D1","9","38582.73","2663.75","0","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","9-15k","paid"
"45","Female","Divorced","9356.55","Retired","0.166","683","500","Other","10.09","36","C1","4","17440.92","11556.14","1","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","<9k","paid"
"69","Male","Widowed","7045.44","Unemployed","0.036","742","24504.93","Medical","13.31","36","B1","5","12682.04","6948.97","1","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","21k","paid"
"69","Female","Divorced","32000.22","Employed","0.125","583","1924.93","Medical","15.74","60","E5","7","38502.86","36334.16","2","0","1","2-Standard","5","E","60+","1. Excellent(<20%)","<9k","paid"
"45","Male","Widowed","79018.47","Employed","0.354","689","10304.9","Debt consolidation","15.11","60","C3","2","79855.82","27757.52","2","0","1","2-Standard","5","C","35-49","3. Risky(36-43%)","9-15k","paid"
"31","Female","Single","36015.12","Employed","0.176","643","18973.11","Debt consolidation","15.42","60","D2","6","39735","30509.52","3","1","1","2-Standard","5","D","25-34","1. Excellent(<20%)","15-21k","paid"
"74","Male","Married","10203.03","Employed","0.039","700","500","Other","12.76","36","C4","6","18159.62","7053.67","1","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","<9k","paid"
"56","Female","Single","34890.48","Unemployed","0.102","696","5442.41","Other","13.27","36","C1","0","23507.36","20719.1","3","0","0","2-Standard","3","C","50-59","1. Excellent(<20%)","<9k","default"
"59","Male","Married","13223.47","Employed","0.083","668","3194.18","Debt consolidation","10.66","60","D3","7","21018.38","6646.26","1","0","1","2-Standard","5","D","50-59","1. Excellent(<20%)","<9k","paid"
"73","Male","Married","19349.83","Unemployed","0.306","613","22061.23","Other","10.83","60","D1","4","23779.99","1607.4","0","0","0","2-Standard","5","D","60+","2. Standard(20-35%)","21k","default"
"46","Male","Single","38132.65","Student","0.316","668","21649.2","Education","11.53","36","D5","3","29115.02","6839.81","2","0","0","2-Standard","3","D","35-49","2. Standard(20-35%)","21k","default"
"34","Male","Married","33056.81","Employed","0.141","592","23666.59","Other","17.3","36","E1","5","21769.84","15253.14","2","0","1","2-Standard","3","E","25-34","1. Excellent(<20%)","21k","paid"
"59","Female","Single","41905.45","Employed","0.066","625","9984.6","Debt consolidation","15.17","36","D4","4","65296.05","54872.77","1","0","1","2-Standard","3","D","50-59","1. Excellent(<20%)","9-15k","paid"
"60","Male","Single","68238.7","Self-employed","0.18","812","14522.58","Vacation","7.62","60","A5","9","99897.81","42509.95","1","0","1","1-Excellent","5","A","60+","1. Excellent(<20%)","9-15k","paid"
"21","Female","Widowed","35343.91","Employed","0.283","684","23760.78","Education","13.61","60","C3","6","42554.13","33320.75","2","0","0","2-Standard","5","C","<25","2. Standard(20-35%)","21k","default"
"74","Female","Married","22824.59","Employed","0.089","679","9849.18","Debt consolidation","7.54","60","C4","6","18368.68","4461.52","3","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","9-15k","paid"
"24","Female","Single","50973.19","Student","0.273","721","27602.22","Debt consolidation","8.71","36","C1","5","63583.62","27482.99","1","0","0","2-Standard","3","C","<25","2. Standard(20-35%)","21k","default"
"50","Female","Single","13224.98","Self-employed","0.169","702","9531.47","Car","11.49","36","C5","3","14456.93","8109.87","0","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","9-15k","paid"
"32","Male","Single","37460.79","Employed","0.342","648","24407.97","Other","10.01","36","D5","2","57314.57","40086.02","3","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","21k","paid"
"55","Female","Widowed","78828.5","Employed","0.081","737","26934.59","Education","13.15","36","C1","4","49398.82","46851.41","0","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","21k","paid"
"33","Female","Divorced","23923.92","Employed","0.402","573","24011.82","Debt consolidation","13.55","36","F2","7","31282.92","17206.82","3","0","1","3-Risky","3","F","25-34","3. Risky(36-43%)","21k","paid"
"72","Female","Married","25243.12","Self-employed","0.01","616","22331.2","Car","15.55","36","D3","6","31817.55","17306.39","4","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","21k","paid"
"51","Female","Married","110539.85","Employed","0.347","663","25428.78","Debt consolidation","10.99","36","D5","3","111092.76","105108.87","2","0","1","2-Standard","3","D","50-59","2. Standard(20-35%)","21k","paid"
"58","Female","Married","41627.81","Employed","0.375","646","18759.29","Business","13.72","60","D3","4","28380.39","10202.95","2","0","0","2-Standard","5","D","50-59","3. Risky(36-43%)","15-21k","default"
"63","Male","Single","38619.25","Employed","0.187","716","3735.31","Debt consolidation","11.6","60","C5","7","48495.17","17470.89","5","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","<9k","paid"
"43","Female","Divorced","42769.51","Unemployed","0.197","636","7824.24","Debt consolidation","13.18","60","D4","12","36475.53","18914.15","2","0","0","2-Standard","5","D","35-49","1. Excellent(<20%)","<9k","default"
"24","Female","Married","20731.73","Unemployed","0.2","574","8495.87","Business","16.5","60","F1","4","20336.03","17524.73","6","0","0","3-Risky","5","F","<25","1. Excellent(<20%)","<9k","default"
"72","Male","Single","72420.5","Unemployed","0.151","673","12359.66","Business","14.73","60","C3","6","60016.57","32514.81","5","0","0","2-Standard","5","C","60+","1. Excellent(<20%)","9-15k","default"
"36","Female","Single","92403.13","Self-employed","0.333","682","8147.39","Other","12.2","36","C2","4","73810.13","29839.49","1","1","1","2-Standard","3","C","35-49","2. Standard(20-35%)","<9k","paid"
"27","Male","Married","30610.91","Retired","0.159","604","25977.91","Debt consolidation","13.98","60","E2","2","21688.38","14212.72","1","0","1","2-Standard","5","E","25-34","1. Excellent(<20%)","21k","paid"
"42","Male","Single","46389.73","Employed","0.075","597","500","Education","15.99","36","E4","7","60498.64","48083.88","4","0","1","2-Standard","3","E","35-49","1. Excellent(<20%)","<9k","paid"
"49","Female","Married","64759.07","Unemployed","0.204","651","7801.99","Home","14.18","36","D2","6","41390.6","18887.83","1","0","0","2-Standard","3","D","35-49","2. Standard(20-35%)","<9k","default"
"31","Female","Married","66629.5","Self-employed","0.433","732","2584.42","Car","7.83","60","C4","4","74402.89","64540.86","4","0","1","2-Standard","5","C","25-34","4. Danger(>0.43%)","<9k","paid"
"53","Female","Married","72297.99","Self-employed","0.271","630","1759.26","Car","14.91","36","D4","5","90636.03","29564.57","2","0","1","2-Standard","3","D","50-59","2. Standard(20-35%)","<9k","paid"
"49","Female","Married","14966.44","Employed","0.391","771","17246.04","Debt consolidation","10.88","60","B5","3","11109.32","9526.02","2","0","1","1-Excellent","5","B","35-49","3. Risky(36-43%)","15-21k","paid"
"59","Male","Married","54535.36","Self-employed","0.109","607","4331.13","Education","11.32","36","E1","6","58579.44","22716.91","1","0","1","2-Standard","3","E","50-59","1. Excellent(<20%)","<9k","paid"
"32","Female","Single","91057.54","Employed","0.271","826","16181.65","Debt consolidation","10.4","60","A1","2","58457.59","25073.14","1","0","1","1-Excellent","5","A","25-34","2. Standard(20-35%)","15-21k","paid"
"27","Male","Married","51689.04","Employed","0.263","765","24739.9","Debt consolidation","12.36","36","B1","6","44641.35","35702.84","0","0","1","1-Excellent","3","B","25-34","2. Standard(20-35%)","21k","paid"
"75","Male","Single","91674.09","Student","0.303","594","13166.9","Debt consolidation","14.29","36","E5","4","86489.35","49259.86","6","0","0","2-Standard","3","E","60+","2. Standard(20-35%)","9-15k","default"
"59","Male","Divorced","36177.74","Self-employed","0.124","558","21267.96","Education","13.49","36","F1","6","36834.23","33600.64","0","0","1","3-Risky","3","F","50-59","1. Excellent(<20%)","21k","paid"
"62","Female","Divorced","45665.71","Self-employed","0.128","718","19109.75","Home","11.49","36","C2","6","51188.27","32964.4","8","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","paid"
"68","Female","Single","35556.12","Employed","0.228","578","18169.23","Home","13.49","36","F1","5","55949.62","9208.65","1","0","0","3-Risky","3","F","60+","2. Standard(20-35%)","15-21k","default"
"46","Female","Married","50102.02","Unemployed","0.196","678","31148.6","Debt consolidation","12.2","60","C4","9","59050.52","47633.51","3","0","0","2-Standard","5","C","35-49","1. Excellent(<20%)","21k","default"
"60","Female","Married","58497.44","Retired","0.393","748","8742.93","Other","12.04","60","B1","4","75501.82","57873.58","5","0","1","1-Excellent","5","B","60+","3. Risky(36-43%)","<9k","paid"
"29","Male","Widowed","17848.62","Employed","0.133","622","5086.05","Debt consolidation","11.72","36","D3","7","23718.88","10101.69","4","0","0","2-Standard","3","D","25-34","1. Excellent(<20%)","<9k","default"
"61","Female","Married","37973.66","Employed","0.134","730","31185.45","Car","14.57","60","C1","2","29601.47","21313.56","2","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","21k","paid"
"54","Male","Married","36924.28","Self-employed","0.271","564","11158.56","Business","16.47","36","F5","7","59440.62","24968.92","0","0","1","3-Risky","3","F","50-59","2. Standard(20-35%)","9-15k","paid"
"65","Male","Married","26202.57","Unemployed","0.224","686","12926.93","Debt consolidation","10.96","36","C3","10","41438.19","9728.08","0","0","0","2-Standard","3","C","60+","2. Standard(20-35%)","9-15k","default"
"33","Female","Single","44008.22","Employed","0.089","650","15191.11","Debt consolidation","11.08","36","D2","4","44803.57","33417.91","2","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","15-21k","paid"
"75","Female","Single","21449.86","Employed","0.064","665","29704","Debt consolidation","10.38","36","D2","5","28686.23","14307.91","1","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","21k","paid"
"75","Female","Single","21356.45","Employed","0.194","590","13345.62","Debt consolidation","12.36","36","E3","5","36461.99","16387.24","2","0","1","2-Standard","3","E","60+","1. Excellent(<20%)","9-15k","paid"
"56","Female","Single","24694.03","Employed","0.149","626","500","Debt consolidation","15.61","36","D4","11","33556","2753.84","0","0","0","2-Standard","3","D","50-59","1. Excellent(<20%)","<9k","default"
"45","Female","Single","17244.04","Employed","0.22","715","12921.62","Other","9.58","36","C3","4","13543.37","10565.98","3","0","1","2-Standard","3","C","35-49","2. Standard(20-35%)","9-15k","paid"
"44","Female","Married","23689.99","Student","0.13","655","27127.72","Education","8.68","36","D1","6","32877.18","11330.45","1","0","0","2-Standard","3","D","35-49","1. Excellent(<20%)","21k","default"
"64","Male","Married","108116.81","Employed","0.113","685","12211.08","Debt consolidation","9.2","36","C2","5","125906.71","20399.19","3","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","paid"
"37","Male","Widowed","18636.53","Employed","0.294","743","22874","Debt consolidation","10.37","36","B3","5","14881.36","10442.13","2","0","0","1-Excellent","3","B","35-49","2. Standard(20-35%)","21k","default"
"22","Male","Single","21123.97","Student","0.081","629","27317.57","Debt consolidation","13.07","36","D5","2","15368.18","11744.52","2","0","0","2-Standard","3","D","<25","1. Excellent(<20%)","21k","default"
"33","Male","Divorced","39253.96","Employed","0.117","850","4466.1","Business","13.02","60","A1","1","24261.68","17436.75","1","0","1","1-Excellent","5","A","25-34","1. Excellent(<20%)","<9k","paid"
"51","Male","Married","19329.08","Self-employed","0.201","534","9298.08","Debt consolidation","15.78","36","F5","7","18352.05","8925.82","5","0","1","3-Risky","3","F","50-59","2. Standard(20-35%)","9-15k","paid"
"49","Other","Married","21135.37","Student","0.281","649","12965.12","Home","11.82","60","D2","4","16894.61","2781.43","3","0","0","2-Standard","5","D","35-49","2. Standard(20-35%)","9-15k","default"
"70","Female","Married","17538.82","Self-employed","0.255","654","12660.13","Car","11.71","36","D5","6","17912.71","2129.51","4","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","9-15k","paid"
"48","Female","Married","36640.1","Retired","0.146","543","20946.94","Home","15.41","36","F1","6","46642.68","7529.28","1","1","1","3-Risky","3","F","35-49","1. Excellent(<20%)","15-21k","paid"
"47","Male","Single","31564.83","Employed","0.33","664","11180.41","Business","16.27","36","D4","4","41321.24","10688.76","0","0","1","2-Standard","3","D","35-49","2. Standard(20-35%)","9-15k","paid"
"35","Male","Married","47520.39","Employed","0.108","820","8370.48","Other","6.96","60","A2","4","66271.4","22105.51","0","0","1","1-Excellent","5","A","35-49","1. Excellent(<20%)","<9k","paid"
"51","Male","Married","41091.15","Student","0.076","742","12485.05","Home","12.97","36","B4","8","35958.67","24155.51","0","0","1","1-Excellent","3","B","50-59","1. Excellent(<20%)","9-15k","paid"
"60","Female","Widowed","72829.47","Employed","0.143","591","2975.13","Car","15.14","36","E3","0","84587.04","5402.92","3","0","1","2-Standard","3","E","60+","1. Excellent(<20%)","<9k","paid"
"35","Male","Divorced","26381.79","Self-employed","0.133","738","6179.96","Car","14.69","36","C2","4","26121.79","4795.2","5","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","<9k","paid"
"53","Female","Married","18010.3","Employed","0.044","711","22543.88","Debt consolidation","15.63","60","C4","6","32705.55","23501.94","4","0","1","2-Standard","5","C","50-59","1. Excellent(<20%)","21k","paid"
"40","Female","Married","21784.76","Self-employed","0.079","757","12153.45","Debt consolidation","9.9","36","B1","6","30842.45","16046.88","2","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","9-15k","paid"
